"URI","Label","Definition","Notation","Status","AcceptedDate","skos:altLabel@bg","hasProtectionTarget","hasProtectionTarget","mandatoryUnit","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","skos:scopeNote","recommendedUnit","recommendedUnit","skos:altLabel","skos:relatedMatch","skos:relatedMatch","skos:altLabel@en","skos:altLabel@es"
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/415","coronene (air+aerosol)","Coronene - recommended unit: ng/m3","Coronene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Coronene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/416","cyclohexane (air)","Cyclo-hexane - recommended unit: pptv","Cyclo-hexane","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"Cyclo-hexane",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/417","Cyklopenta(cd)pyrene (air+aerosol)","Cyklopenta(cd)pyrene - recommended unit: ng/m3","Cyklopenta(cd)pyrene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Cyklopenta(cd)pyrene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/418","Dibenzo(ac+ah)anthracenes (precip)","Dibenzo(ac+ah)anthracenes - recommended unit: ng/m3","Dibenzo(ac+ah)anthracenes","valid","2013-09-20","Dibenzo(ac+ah)anthracenes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/419","Dibenzo(ah)anthracene (precip)","Dibenzo(ah)anthracene - recommended unit: ng/l","Dibenzo(ah)anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Dibenzo(ah)anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/42","Phenol","C6H6O or C6H5OH","C6H5OH","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/420","dibenzofuran (air+aerosol)","Dibenzofuran - recommended unit: ng/m3","Dibenzofuran","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Dibenzofuran",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/421","dibenzothiophene (air+aerosol)","Dibenzothiophene - recommended unit: ng/m3","Dibenzothiophene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Dibenzothiophene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/425","dinitrogenoxide (air)","N2O - recommended unit: ppbv","N2O","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ppbv",,"N2O",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/426","endrin (precip)","Endrin - recommended unit: ng/l","Endrin","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Endrin",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/427","ethanal (air)","Acetaldehyde - recommended unit: µg/m3","Acetaldehyde","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Acetaldehyde",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/428","Ethane (air)","C2H6 - recommended unit: µg/m3","C2H6","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C2H6",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/429","ethanedial (air)","Glyoxal - recommended unit: µg/m3","Glyoxal","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Glyoxal",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/430","Ethene (Ethylene) (air)","H2C=CH2 - recommended unit: µg/m3","H2C=CH2","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"H2C=CH2",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/431","Ethyl benzene (air)","C6H5-C2H5 - recommended unit: µg/m3","C6H5-C2H5","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/AIRTOXICA73022","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC855BTX","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC866","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955-600","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955-601","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/SRI8610-C","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/airmoVOC_BTX","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/airmoVOC_BTX1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C6H5-C2H5",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/432","Ethyne (Acetylene) (air)","HC=CH - recommended unit: µg/m3","HC=CH","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"HC=CH",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/433","Ethyltoluene","C9H12 - recommended unit: µg/m3","C9H12","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4330","PCB_105 (air+aerosol)","PCB-105 - recommended unit: pg/m3","PCB-105","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"PCB-105",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4336","PCB_149 (air+aerosol)","PCB-149 - recommended unit: pg/m3","PCB-149","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"PCB-149",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4339","PCB_156 (air+aerosol)","PCB-156 - recommended unit: pg/m3","PCB-156","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"PCB-156",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/434","Propylbenzene (air)","C9H12 - recommended unit: µg/m3","C9H12","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4341","PCB_18 (air+aerosol)","PCB-18 - recommended unit: pg/m3","PCB-18","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"PCB-18",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4347","PCB_31 (air+aerosol)","PCB-31 - recommended unit: pg/m3","PCB-31","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"PCB-31",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/435","fluorene (air+aerosol)","Fluorene - recommended unit: ng/m3","Fluorene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Fluorene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/438","halon_1211 (air)","Halon 1211 - recommended unit: pptv","Halon 1211","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"Halon 1211",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/439","halon_1301 (air)","Halon 1301 - recommended unit: pptv","Halon 1301","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"Halon 1301",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/44","Total nitrogen","Total nitrogen","NT","valid","2022-08-11",,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/Thermo17i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/440","heptachlor (precip)","Heptachlor - recommended unit: ng/l","Heptachlor","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Heptachlor",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4406","chrysene (air+aerosol)","Chrysene - recommended unit: ng/m3","Chrysene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Chrysene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4407","chrysene_triphenylene (air+aerosol)","Chrysene + Triphenylene - recommended unit: ng/m3","Chrysene + Triphenylene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Chrysene + Triphenylene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/441","n-Heptane (air)","C7H16 - recommended unit: µg/m3","C7H16","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C7H16",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/442","hexanal (air)","n-Hexanal - recommended unit: µg/m3","n-Hexanal","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"n-Hexanal",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/443","n-Hexane (air)","C6H14 - recommended unit: µg/m3","C6H14","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C6H14",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/447","i-Butane (2-methylpropane) (air)","H3C-CH(CH3)2 - recommended unit: µg/m3","H3C-CH(CH3)2","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"H3C-CH(CH3)2",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/448","isoheptane (air)","i-Heptane - recommended unit: µg/m3","i-Heptane","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"i-Heptane",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/449","i-Octane (2,2,4-trimethylpentane) (air)","(CH3)3-C-CH2-CH-(CH3)2 - recommended unit: µg/m3","(CH3)3-C-CH2-CH-(CH3)2","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"(CH3)3-C-CH2-CH-(CH3)2",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/45","Particulate ammonium (aerosol)","NH4 - recommended unit: µg/m3","NH4","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"NH4",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/450","i-Pentane (2-methylbutane) (air)","H3C-CH2-CH(CH3)2 - recommended unit: µg/m3","H3C-CH2-CH(CH3)2","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"H3C-CH2-CH(CH3)2","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/507",,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/451","Isoprene (2-methyl-1,3-butadiene) (air)","CH2=CH-C(CH3)=CH2 - recommended unit: µg/m3","CH2=CH-C(CH3)=CH2","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"CH2=CH-C(CH3)=CH2",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/453","1,4-Dichlorobenzene (air)","C6H4Cl2 - recommended unit: µg/m3","C6H4Cl2","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/454","n-Nonane (air)","C9H20 - recommended unit: µg/m3","C9H20","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,"Nonane","n-Nonano"
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/455","Tetrachloroethylene (air)","C2Cl4 - recommended unit: µg/m3","C2Cl4","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/456","Tetrachloromethane (air)","Tetrachloromethane (air) - recommended unit: µg/m3","Tetrachloromethane (air)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/457","Chlorobenzene (air)","Chlorobenzene (air) - recommended unit: µg/m3","Chlorobenzene (air)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/458","1,1,2-trichloroethane (air)","1,1,2-trichloroethane (air) - recommended unit: µg/m3","1,1,2-trichloroethane (air)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/459","1,1-dichloroethane (air)","1,1-dichloroethane (air) - recommended unit: µg/m3","1,1-dichloroethane (air)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/46","Particulate nitrate (aerosol)","NO3 - recommended unit: µg/m3","NO3","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"NO3",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/460","1,2-dichloroethylene (air)","1,2-dichloroethylene (air) - recommended unit: µg/m3","1,2-dichloroethylene (air)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/461","1,2-dichloroethane (air)","1,2-dichloroethane (air) - recommended unit: µg/m3","1,2-dichloroethane (air)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/462","1,1,1-trichloroethane (air)","1,1,1-trichloroethane (air) - recommended unit: µg/m3","1,1,1-trichloroethane (air)","valid","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/463","methylchloroform (air)","Methyl-chloroform - recommended unit: pptv","Methyl-chloroform","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"Methyl-chloroform",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/464","m,p-Xylene (air)","m,p-C6H4(CH3)2 - recommended unit: µg/m3","m,p-C6H4(CH3)2","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/AIRTOXICA73022","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC855BTX","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955-600","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/airmoVOC_BTX","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/airmoVOC_BTX1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"m,p-C6H4(CH3)2",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/465","naphtalene (air+aerosol)","Naphtalene - recommended unit: ng/m3","Naphtalene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Naphtalene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/466","neohexane (air)","Neo-hexane - recommended unit: pptv","Neo-hexane","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"Neo-hexane",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/467","neopentane (air)","Neo-pentane - recommended unit: pptv","Neo-pentane","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"Neo-pentane",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/47","Particulate sulphate (aerosol)","SO4 (H2SO4 aerosols) (SO4--) - recommended unit: µg/m3","SO4 (H2SO4 aerosols) (SO4--)","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"SO4 (H2SO4 aerosols) (SO4--)",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/475","n-Octane (air)","C8H18 - recommended unit: µg/m3","C8H18","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/GC955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C8H18",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/48","Selenium (aerosol)","Se - recommended unit: ng/m3","Se","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Se",,,,
