"URI","Label","Definition","Notation","Status","AcceptedDate","skos:altLabel@bg","hasProtectionTarget","hasProtectionTarget","mandatoryUnit","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","skos:scopeNote","recommendedUnit","recommendedUnit","skos:altLabel","skos:relatedMatch","skos:relatedMatch","skos:altLabel@en","skos:altLabel@es"
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7351","Acenaphthene (precip+dry_dep)","Acenaphthene - recommended unit: µg/m2/day","Acenaphthene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7352","Acenaphthylene (precip+dry_dep)","Acenaphthylene - recommended unit: µg/m2/day","Acenaphthylene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/736","cis_NO (air+aerosol)","cis-NO - recommended unit: pg/m3","cis-NO","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"cis-NO",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7364","Anthanthrene (precip+dry_dep)","Anthanthrene - recommended unit: µg/m2/day","Anthanthrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/737","lindane (air+aerosol)","gamma-HCH - recommended unit: pg/m3","gamma-HCH","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"gamma-HCH",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/738","lindane (precip+dry_dep)","gamma-HCH - recommended unit: ng.m-2.day-1","gamma-HCH","valid","2013-09-20","gamma-HCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7380","Benzo(b,j,k)fluoranthene (precip+dry_dep)","Benzo(b,j,k)fluoranthene - recommended unit: µg/m2/day","Benzo(b,j,k)fluoranthene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,"Benzo(b,j,k)fluoranthene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7381","Benzo(e)pyrene (precip+dry_dep)","Benzo(e)pyrene - recommended unit: µg/m2/day","Benzo(e)pyrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7382","Benzo(k+j)fluoranthene (precip+dry_dep)","Benzo(k+j)fluoranthene  - recommended unit: µg/m2/day","Benzo(k+j)fluoranthene","valid","2022-04-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/739","lindane (precip)","gamma-HCH - recommended unit: ng/l","gamma-HCH","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"gamma-HCH",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7390","Biphenyl (precip+dry_dep)","Biphenyl - recommended unit: µg/m2/day","Biphenyl","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7406","Chrysene (precip+dry_dep)","Chrysene - recommended unit: µg/m2/day","Chrysene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7407","chrysene_triphenylene (precip+dry_dep)","Chrysene + Triphenylene - recommended unit: µg/m2/day","Chrysene + Triphenylene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,"Chrysene + Triphenylene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/741","op_DDD (precip)","o,p'-DDD - recommended unit: ng/l","o,p'-DDD","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"o,p'-DDD",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7415","Coronene (precip+dry_dep)","Coronene - recommended unit: µg/m2/day","Coronene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7417","Cyclopenta(c,d)pyrene","Cyclopenta(c,d)pyrene - recommended unit: µg/m2/day","Cyclopenta(c,d)pyrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7418","Dibenzo(ac+ah)anthracenes (precip+dry_dep)","Dibenzo(ac+ah)anthracenes - recommended unit: µg/m2/day","Dibenzo(ah+ac)anthracene","valid","2014-07-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7419","Dibenzo(ah)anthracene (precip+dry_dep)","Dibenzo(ah)anthracene - recommended unit: µg/m2/day","Dibenzo(ah)anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,"Dibenzo(ah)anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/742","op_DDE (precip)","o,p'-DDE - recommended unit: ng/l","o,p'-DDE","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"o,p'-DDE",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/743","op_DDT (precip)","o,p'-DDT - recommended unit: ng/l","o,p'-DDT","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"o,p'-DDT",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7435","Fluorene (precip+dry_dep)","Fluorene - recommended unit: µg/m2/day","Fluorene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/744","op_DDD (air+aerosol)","o,p'-DDD - recommended unit: pg/m3","o,p'-DDD","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"o,p'-DDD",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/745","op_DDE (air+aerosol)","o,p'-DDE - recommended unit: pg/m3","o,p'-DDE","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"o,p'-DDE",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/746","op_DDT (air+aerosol)","o,p'-DDT - recommended unit: pg/m3","o,p'-DDT","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"o,p'-DDT",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7465","Naphthalene (precip+dry_dep)","Naphthalene - recommended unit: µg/m2/day","Naphthalene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/747","pp_DDD (precip)","p,p'-DDD - recommended unit: ng/l","p,p'-DDD","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"p,p'-DDD",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/748","pp_DDE (precip)","p,p'-DDE - recommended unit: ng/l","p,p'-DDE","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"p,p'-DDE",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7480","Benzo(b,j)fluoranthene (precip+dry_dep)","Benzo(b,j)fluoranthene - recommended unit: µg/m2/day","Benzo(b+j)fluoranthene","valid","2014-07-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7488","Perylene (precip+dry_dep)","Perylene - recommended unit: µg/m2/day","Perylene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/749","pp_DDT (precip)","p,p'-DDT - recommended unit: ng/l","p,p'-DDT","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"p,p'-DDT",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/750","pp_DDD (air+aerosol)","p,p'-DDD - recommended unit: pg/m3","p,p'-DDD","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"p,p'-DDD",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/751","pp_DDE (air+aerosol)","p,p'-DDE - recommended unit: pg/m3","p,p'-DDE","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"p,p'-DDE",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/752","pp_DDT (air+aerosol)","p,p'-DDT - recommended unit: pg/m3","p,p'-DDT","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"p,p'-DDT",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7521","4.5-Methylene phenanthrene (precip+dry_dep)","4.5-Methylene phenanthrene - recommended unit: µg/m2/day","4.5-Methylene phenanthrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7522","5-Methyl Chrysene (precip+dry_dep)","5-Methyl Chrysene - recommended unit: µg/m2/day","5-Methyl Chrysene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7523","9-Methyl anthracene (precip+dry_dep)","9-Methyl anthracene - recommended unit: µg/m2/day","9-Methyl anthracene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7524","Benzo(b)naphtho(2,1-d)thiophene (precip+dry_dep)","Benzo(b)naphtho(2,1-d)thiophene - recommended unit: µg/m2/day","Benzo(b)naphtho(2,1-d)thiophene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7525","Benzo(c)phenanthrene (precip+dry_dep)","Benzo(c)phenanthrene - recommended unit: µg/m2/day","Benzo(c)phenanthrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7526","Cholanthrene (precip+dry_dep)","Cholanthrene - recommended unit: µg/m2/day","Cholanthrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7527","Dibenzo(ac)anthracene (precip+dry_dep)","Dibenzo(ac)anthracene - recommended unit: µg/m2/day","Dibenzo(ac)anthracene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7528","Dibenzo(al)pyrene (precip+dry_dep)","Dibenzo(al)pyrene - recommended unit: µg/m2/day","Dibenzo(al)pyrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/753","precipitation_amount (precip)","precip_amount - recommended unit: mm","precip_amount","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/mm",,"precip_amount",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/754","precipitation_amount_off (precip)","precip_amount_off - recommended unit: mm","precip_amount_off","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/mm",,"precip_amount_off",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/755","trans_CD (air+aerosol)","trans-CD - recommended unit: pg/m3","trans-CD","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"trans-CD",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/756","trans_CD (precip)","trans-CD - recommended unit: ng/l","trans-CD","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"trans-CD",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/757","trans_NO (air+aerosol)","trans-NO - recommended unit: pg/m3","trans-NO","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"trans-NO",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/758","trans_NO (precip)","trans_NO - recommended unit: ng/l","trans_NO","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"trans_NO",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/759","Benzo(j)fluoranthene (precip)","Benzo(j)fluoranthene - recommended unit: ng/l","Benzo(j)fluoranthene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Benzo(j)fluoranthene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/760","Benzo(j)fluoranthene (precip+dry_dep)","Benzo(j)fluoranthene - recommended unit: µg/m2/day","Benzo(j)fluoranthene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011/850/EU","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,"Benzo(j)fluoranthene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/761","Benzo(j)fluorene (air+aerosol)","Benzo(j)fluorene - recommended unit: ng/m3","Benzo(j)fluorene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Benzo(j)fluorene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/762","Benzo(j)fluoranthene (air+aerosol)","Benzo(j)fluoranthene - recommended unit: ng/m3","Benzo(j)fluoranthene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Benzo(j)fluoranthene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/763","Dibenzo(ah)anthracene (air+aerosol)","Dibenzo(ah)anthracene - recommended unit: ng/m3","Dibenzo(ah)anthracene","valid","2013-09-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Dibenzo(ah)anthracene",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7636","Dibenzo(ae)pyrene (precip+dry_dep)","Dibenzo(ae)pyrene - recommended unit: µg/m2/day","Dibenzo(ae)pyrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7637","Dibenzo(ah)pyrene (precip+dry_dep)","Dibenzo(ah)pyrene - recommended unit: µg/m2/day","Dibenzo(ah)pyrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7639","Dibenzo(ai)pyrene (precip+dry_dep)","Dibenzo(ai)pyrene - recommended unit: µg/m2/day","Dibenzo(ai)pyrene","valid","2014-07-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-2.day-1",,,,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7640","Dieldrin (precip+dry_dep)","Dieldrin - recommended unit: ng.m-2.day-1","Dieldrin","valid","2018-12-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-2.day-1",,"Dieldrin",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/771","Elemental carbon (aerosol)","EC - recommended unit: µg/m3","EC","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/R&P5400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"EC",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/772","Organic carbon (aerosol)","OC - recommended unit: µg/m3","OC","valid","2013-09-20",,,,,"http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/R&P5400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"OC",,,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/773","alpha-Endosulfan (air+aerosol)","alpha-Endosulfan - recommended unit: pg.m-3","alpha-Endosulfan","valid","2018-12-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reciprocal exchange","http://dd.eionet.europa.eu/vocabulary/uom/concentration/pg.m-3",,"alpha-Endosulfan",,,,
