Sampling Point Id, Country, Air Quality Station EoI Code, Longitude, Latitude, Altitude, Air Quality Station Area, Air Quality Station Type, 
SPO-BENGN40_00008_100, Belgium, BENGN40, 3.737700000, 51.0393, 0.0, urban, traffic, 
SPO-BENGN41_00008_100, Belgium, BENGN41, 3.705900000, 51.0550, 0.0, urban, traffic, 
SPO-BENGN42_00008_100, Belgium, BENGN42, 3.709000000, 51.0536, 0.0, urban, traffic, 
SPO-BENGN43_00008_100, Belgium, BENGN43, 3.736100000, 51.0441, 0.0, urban, traffic, 
SPO-BENGN44_00008_100, Belgium, BENGN44, 3.736700000, 51.0485, 0.0, urban, traffic, 
SPO-BENGN45_00008_100, Belgium, BENGN45, 3.733400000, 51.0566, 0.0, urban, traffic, 
SPO-BENGN46_00008_100, Belgium, BENGN46, 3.711400000, 51.0595, 0.0, urban, traffic, 
SPO-BENGN47_00008_100, Belgium, BENGN47, 3.722200000, 51.0451, 0.0, urban, traffic, 
SPO-BENGN48_00008_100, Belgium, BENGN48, 3.719300000, 51.0465, 0.0, urban, traffic, 
SPO-BENGN49_00008_100, Belgium, BENGN49, 3.706400000, 51.0579, 0.0, urban, traffic, 
SPO-BENGN50_00008_100, Belgium, BENGN50, 3.731400000, 51.0533, 0.0, urban, traffic, 
SPO-BENGN51_00008_100, Belgium, BENGN51, 3.724800000, 51.0621, 0.0, urban, traffic, 
SPO-BENGN52_00008_100, Belgium, BENGN52, 3.727400000, 51.0481, 0.0, urban, traffic, 
SPO-BENGN53_00008_100, Belgium, BENGN53, 3.713800000, 51.0548, 0.0, urban, traffic, 
SPO-BENGN54_00008_100, Belgium, BENGN54, 3.719700000, 51.0506, 0.0, urban, traffic, 
SPO-BENGN55_00008_100, Belgium, BENGN55, 3.721700000, 51.0567, 0.0, urban, traffic, 
SPO-BENHH06_00008_100, Belgium, BENHH06, 5.376500000, 51.0305, 0.0, urban, traffic, 
SPO-BENHH07_00008_100, Belgium, BENHH07, 5.376600000, 51.0321, 0.0, urban, traffic, 
SPO-BENKK01_00008_100, Belgium, BENKK01, 2.658500000, 51.1209, 0.0, rural, background, 
SPO-BENKP01_00008_100, Belgium, BENKP01, 4.486200000, 51.3477, 0.0, rural, background, 
SPO-BENMA12_00008_100, Belgium, BENMA12, 5.631100000, 50.9802, 0.0, rural, background, 
SPO-BENMK03_00008_100, Belgium, BENMK03, 4.449000000, 51.2452, 0.0, urban, traffic, 
SPO-BENR818_00008_100, Belgium, BENR818, 4.350500000, 51.2122, 5.0, suburban, industrial, 
SPO-BENRT01_00008_100, Belgium, BENRT01, 5.053300000, 51.2309, 0.0, rural, background, 
SPO-BENTE01_00008_100, Belgium, BENTE01, 4.887700000, 50.9426, 0.0, rural, background, 
SPO-BENWN01_00008_100, Belgium, BENWN01, 3.334600000, 51.0788, 0.0, rural, background, 
SPO-BENZW01_00008_100, Belgium, BENZW01, 3.373800000, 50.7835, 0.0, rural, background, 
SPO-BEPAB02_05029_100, Belgium, BEPAB02, 4.321800000, 51.3408, 4.0, suburban, industrial, 
SPO-BEPAL05_05029_100, Belgium, BEPAL05, 4.278900000, 51.2631, 0.0, suburban, industrial, 
SPO-BEPGI04_05029_100, Belgium, BEPGI04, 4.402200000, 50.9352, 2.0, rural, background, 
SPO-BEPGK32_05029_100, Belgium, BEPGK32, 5.511700000, 50.9415, 2.0, rural, background, 
SPO-BEPGN78_05029_100, Belgium, BEPGN78, 3.726400000, 51.0857, 5.0, urban, background, 
SPO-BEPN029_00609_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00609_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00616_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00616_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00622_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00622_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00625_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00625_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00643_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00643_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00654_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00654_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00715_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00715_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00763_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_00763_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_04406_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_04406_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN029_05029_100, Belgium, BEPN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEPN035_00609_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00609_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00616_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00616_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00622_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00622_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00625_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00625_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00643_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00643_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00654_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00654_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00715_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00715_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00763_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_00763_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_04406_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPN035_04406_100, Belgium, BEPN035, 4.837600000, 50.9776, 55.0, suburban, background, 
SPO-BEPR701_00609_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_00616_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_00622_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_00625_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_00643_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_00654_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_00715_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_00763_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_04406_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR701_05029_100, Belgium, BEPR701, 3.729300000, 51.0583, 5.0, urban, background, 
SPO-BEPR740_05029_100, Belgium, BEPR740, 3.808700000, 51.1501, 5.0, suburban, industrial, 
SPO-BEPR750_00609_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00609_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00609_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00616_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00616_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00616_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00622_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00622_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00622_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00625_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00625_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00625_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00643_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00643_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00643_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00654_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00654_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00654_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00715_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00715_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00715_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00763_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00763_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_00763_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_04406_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_04406_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_04406_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR750_05029_100, Belgium, BEPR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEPR802_00465_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00609_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00609_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00609_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00616_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00616_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00616_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00622_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00622_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00622_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00625_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00625_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00625_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00643_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00643_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00643_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00654_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00654_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00654_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00715_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00715_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00715_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00763_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00763_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_00763_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_04406_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_04406_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_04406_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPR802_05029_100, Belgium, BEPR802, 4.431800000, 51.2097, 6.0, urban, traffic, 
SPO-BEPSZ01_00609_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00609_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00616_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00616_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00622_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00622_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00625_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00625_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00643_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00643_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00654_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00654_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00715_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00715_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00763_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_00763_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_04406_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ01_04406_100, Belgium, BEPSZ01, 4.504100000, 50.9146, 15.0, suburban, background, 
SPO-BEPSZ02_00609_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00609_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00609_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00616_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00616_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00616_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00622_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00622_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00622_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00625_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00625_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00625_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00643_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00643_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00643_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00654_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00654_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00654_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00715_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00715_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00715_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00763_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00763_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_00763_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_04406_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_04406_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPSZ02_04406_100, Belgium, BEPSZ02, 4.512200000, 50.9129, 15.0, suburban, background, 
SPO-BEPZEL3_00609_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00609_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00616_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00616_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00622_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00622_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00625_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00625_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00643_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00643_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00654_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00654_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00715_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00715_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00763_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_00763_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_04406_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BEPZEL3_04406_100, Belgium, BEPZEL3, 3.808400000, 51.2031, 6.0, suburban, industrial, 
SPO-BESMA01_00020_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00021_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00431_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00434_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00441_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00443_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00450_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00454_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00457_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00461_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00464_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00475_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00482_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_00486_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_06011_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_06012_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_06013_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESMA01_06016_100, Belgium, BESMA01, 5.725600000, 50.9816, 0.0, suburban, background, 
SPO-BESN029_00020_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00021_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00431_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00434_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00441_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00443_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00450_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00454_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00457_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00461_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00464_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00475_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00482_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_00486_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_06011_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_06012_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_06013_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN029_06016_100, Belgium, BESN029, 2.582300000, 51.0163, 0.0, suburban, background, 
SPO-BESN035_00020_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00021_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00431_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00434_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00441_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00443_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00450_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00454_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00457_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
SPO-BESN035_00461_100, Belgium, BESN035, 4.837600000, 50.9776, 0.0, suburban, background, 
