Sampling Point Id, Country, Air Quality Station EoI Code, Longitude, Latitude, Altitude, Air Quality Station Area, Air Quality Station Type, 
SPO-BEMHB19_05073_100, Belgium, BEMHB19, 4.346700000, 51.1679, 16.0, suburban, industrial, 
SPO-BEMHB20_05012_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05012_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05014_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05014_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05015_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05015_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05016_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05016_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05017_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05017_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05018_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05018_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05063_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05063_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05073_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB20_05073_100, Belgium, BEMHB20, 4.325100000, 51.1668, 8.0, suburban, industrial, 
SPO-BEMHB23_00005_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05012_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05012_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05014_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05014_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05015_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05015_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05016_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05016_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05017_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05017_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05018_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05018_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05063_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05063_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05073_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB23_05073_100, Belgium, BEMHB23, 4.341000000, 51.1703, 10.0, urban, background, 
SPO-BEMHB24_05012_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05012_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05014_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05014_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05015_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05015_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05016_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05016_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05017_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05017_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05018_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05018_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05063_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05063_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05073_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB24_05073_100, Belgium, BEMHB24, 4.362800000, 51.1800, 10.0, urban, background, 
SPO-BEMHB25_05012_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB25_05014_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB25_05015_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB25_05016_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB25_05017_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB25_05018_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB25_05063_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB25_05073_100, Belgium, BEMHB25, 4.356500000, 51.1612, 20.0, suburban, industrial, 
SPO-BEMHB26_05012_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMHB26_05014_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMHB26_05015_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMHB26_05016_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMHB26_05017_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMHB26_05018_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMHB26_05063_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMHB26_05073_100, Belgium, BEMHB26, 4.311200000, 51.1630, 2.0, suburban, industrial, 
SPO-BEMKK01_04013_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05012_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05012_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05014_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05014_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05015_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05015_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05016_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05016_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05017_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05017_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05018_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05018_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05063_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05063_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05073_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKK01_05073_100, Belgium, BEMKK01, 2.658500000, 51.1209, 6.0, rural, background, 
SPO-BEMKNO1_05012_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKNO1_05014_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKNO1_05015_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKNO1_05016_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKNO1_05017_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKNO1_05018_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKNO1_05063_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKNO1_05073_100, Belgium, BEMKNO1, 3.345500000, 51.3603, 5.0, rural, background, 
SPO-BEMKO01_05012_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMKO01_05014_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMKO01_05015_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMKO01_05016_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMKO01_05017_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMKO01_05018_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMKO01_05063_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMKO01_05073_100, Belgium, BEMKO01, 3.265500000, 50.7534, 35.0, suburban, background, 
SPO-BEMML01_05012_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMML01_05014_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMML01_05015_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMML01_05016_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMML01_05017_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMML01_05018_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMML01_05063_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMML01_05073_100, Belgium, BEMML01, 4.462400000, 51.0160, 12.0, urban, background, 
SPO-BEMN029_04013_100, Belgium, BEMN029, 2.582300000, 51.0163, 2.0, rural, background, 
SPO-BEMN045_05012_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMN045_05014_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMN045_05015_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMN045_05016_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMN045_05017_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMN045_05018_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMN045_05063_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMN045_05073_100, Belgium, BEMN045, 5.368400000, 50.9397, 20.0, suburban, background, 
SPO-BEMOL01_05012_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05012_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05014_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05014_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05015_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05015_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05016_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05016_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05017_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05017_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05018_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05018_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05063_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05063_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05073_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOL01_05073_100, Belgium, BEMOL01, 4.899200000, 51.1902, 15.0, suburban, industrial, 
SPO-BEMOP02_05012_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05012_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05014_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05014_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05015_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05015_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05016_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05016_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05017_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05017_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05018_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05018_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05063_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05063_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05073_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMOP02_05073_100, Belgium, BEMOP02, 5.398000000, 51.2328, 16.0, rural, background, 
SPO-BEMR750_05012_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05012_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05014_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05014_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05015_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05015_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05016_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05016_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05017_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05017_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05018_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05018_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05063_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05063_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05073_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR750_05073_100, Belgium, BEMR750, 3.822900000, 51.1961, 6.0, suburban, industrial, 
SPO-BEMR802_05012_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05012_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05014_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05014_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05015_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05015_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05016_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05016_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05017_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05017_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05018_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05018_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05063_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05063_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05073_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR802_05073_100, Belgium, BEMR802, 4.431800000, 51.2097, 5.0, urban, traffic, 
SPO-BEMR822_05012_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMR822_05014_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMR822_05015_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMR822_05016_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMR822_05017_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMR822_05018_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMR822_05063_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMR822_05073_100, Belgium, BEMR822, 4.341300000, 51.2643, 6.0, urban, industrial, 
SPO-BEMTS07_04013_100, Belgium, BEMTS07, 5.109400000, 51.0692, 25.0, suburban, background, 
SPO-BEMTS12_04013_100, Belgium, BEMTS12, 5.093900000, 51.0634, 32.0, suburban, background, 
SPO-BEMTV01_04013_100, Belgium, BEMTV01, 4.521500000, 50.8325, 0.0, suburban, background, 
SPO-BEMWB01_05012_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB01_05014_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB01_05015_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB01_05016_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB01_05017_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB01_05018_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB01_05063_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB01_05073_100, Belgium, BEMWB01, 3.833900000, 51.1656, 6.0, suburban, background, 
SPO-BEMWB02_05012_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWB02_05014_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWB02_05015_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWB02_05016_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWB02_05017_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWB02_05018_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWB02_05063_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWB02_05073_100, Belgium, BEMWB02, 3.829600000, 51.1884, 10.0, suburban, background, 
SPO-BEMWZ01_05012_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05012_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05014_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05014_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05015_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05015_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05016_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05016_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05017_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05017_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05018_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05018_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05063_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05063_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05073_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMWZ01_05073_100, Belgium, BEMWZ01, 5.243400000, 51.2063, 45.0, suburban, industrial, 
SPO-BEMZU01_05012_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BEMZU01_05014_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BEMZU01_05015_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BEMZU01_05016_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BEMZU01_05017_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BEMZU01_05018_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BEMZU01_05063_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BEMZU01_05073_100, Belgium, BEMZU01, 5.556400000, 50.9264, 74.0, rural, industrial, 
SPO-BENAL08_00008_100, Belgium, BENAL08, 4.380100000, 51.2157, 0.0, urban, traffic, 
SPO-BENAT20_00008_100, Belgium, BENAT20, 4.400700000, 51.2080, 0.0, urban, traffic, 
SPO-BENAT29_00008_100, Belgium, BENAT29, 4.399600000, 51.1950, 0.0, urban, traffic, 
SPO-BENAT37_00008_100, Belgium, BENAT37, 4.403600000, 51.2174, 0.0, urban, traffic, 
SPO-BENAT38_00008_100, Belgium, BENAT38, 4.410200000, 51.2272, 0.0, urban, traffic, 
SPO-BENAT39_00008_100, Belgium, BENAT39, 4.440000000, 51.2138, 0.0, urban, traffic, 
SPO-BENAT40_00008_100, Belgium, BENAT40, 4.411100000, 51.2111, 0.0, urban, traffic, 
SPO-BENAT41_00008_100, Belgium, BENAT41, 4.423200000, 51.2019, 0.0, urban, traffic, 
SPO-BENAT42_00008_100, Belgium, BENAT42, 4.415700000, 51.1861, 0.0, urban, traffic, 
SPO-BENAT43_00008_100, Belgium, BENAT43, 4.423500000, 51.2332, 0.0, urban, traffic, 
SPO-BENAT45_00008_100, Belgium, BENAT45, 4.433300000, 51.2217, 0.0, urban, traffic, 
SPO-BENAT46_00008_100, Belgium, BENAT46, 4.436800000, 51.2261, 0.0, urban, traffic, 
SPO-BENAT47_00008_100, Belgium, BENAT47, 4.418300000, 51.2217, 0.0, urban, traffic, 
SPO-BENAT48_00008_100, Belgium, BENAT48, 4.402300000, 51.2014, 0.0, urban, traffic, 
SPO-BENAT49_00008_100, Belgium, BENAT49, 4.384200000, 51.1876, 0.0, urban, traffic, 
SPO-BENAT86_00008_100, Belgium, BENAT86, 4.434400000, 51.2088, 0.0, urban, traffic, 
SPO-BENBO01_00008_100, Belgium, BENBO01, 4.516500000, 51.0271, 0.0, rural, background, 
SPO-BENBT03_00008_100, Belgium, BENBT03, 4.433100000, 51.2131, 0.0, urban, traffic, 
SPO-BENBT04_00008_100, Belgium, BENBT04, 4.450000000, 51.2020, 0.0, urban, traffic, 
SPO-BENDU05_00008_100, Belgium, BENDU05, 4.468600000, 51.2175, 0.0, urban, traffic, 
SPO-BENDU06_00008_100, Belgium, BENDU06, 4.459600000, 51.2097, 0.0, urban, traffic, 
SPO-BENGN06_00008_100, Belgium, BENGN06, 3.683900000, 51.0661, 0.0, rural, background, 
SPO-BENGN36_00008_100, Belgium, BENGN36, 3.709600000, 51.0484, 0.0, urban, traffic, 
SPO-BENGN37_00008_100, Belgium, BENGN37, 3.701200000, 51.0651, 0.0, urban, traffic, 
SPO-BENGN38_00008_100, Belgium, BENGN38, 3.737900000, 51.0580, 0.0, urban, traffic, 
SPO-BENGN39_00008_100, Belgium, BENGN39, 3.693600000, 51.0574, 0.0, urban, traffic, 
